co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime
6248.47,103.71,47.3,1.65,47.68,115.16,164.65,15.96,3/24/2025 2:00
4165.65,52.3,58.26,7.78,38.15,81.55,119.47,14.82,3/24/2025 3:00
1148.22,3.58,29.82,27.18,18.84,19.28,29.36,5.19,3/24/2025 4:00
907.9,1.98,22.62,38.98,16.45,12.6,19.37,4.24,3/24/2025 5:00
974.66,1.65,25.36,39.7,18.12,12.27,18.64,4.24,3/24/2025 6:00
1028.06,1.45,27.42,38.62,18.36,12.71,19.78,4.69,3/24/2025 7:00
1108.17,0.98,31.87,33.62,20.74,14.48,22.71,5.45,3/24/2025 8:00
1241.68,0.94,38.04,25.75,23.6,16.85,26.1,6.33,3/24/2025 9:00
1869.2,5.14,54.15,8.14,28.61,23.41,35.4,8.74,3/24/2025 10:00
2803.8,22.8,59.63,0.32,33.38,34.75,53.23,12.16,3/24/2025 11:00
3044.13,31.74,54.15,0,32.42,44.41,70.09,14.31,3/24/2025 12:00
3150.94,36.21,47.98,0,32.42,56.13,91.11,16.72,3/24/2025 13:00
3097.53,36.66,40.1,0,29.56,63.61,108.36,18.24,3/24/2025 14:00
2777.1,32.63,30.16,0,24.56,61.78,110.81,17.48,3/24/2025 15:00
2563.48,32.63,23.31,0,21.22,55.13,102.91,14.44,3/24/2025 16:00
2456.67,33.97,21.25,0,18.84,47.51,90.75,9.75,3/24/2025 17:00
2109.53,29.5,20.05,0,15.97,42.64,81.74,7.47,3/24/2025 18:00
1642.23,20.34,19.19,0,13.71,38.61,72.57,6.46,3/24/2025 19:00
1281.74,13.41,19.36,0.01,12.87,34.36,61.47,5.76,3/24/2025 20:00
1068.12,9.72,20.22,0.04,13.11,30.87,51.82,5.26,3/24/2025 21:00
961.3,8.49,20.91,0.08,14.19,26.71,43.62,5,3/24/2025 22:00
1161.58,12.41,22.62,0.04,16.69,29.8,48.78,5.95,3/24/2025 23:00
2376.56,33.97,27.08,0.09,25.75,51.49,82.33,10.77,3/25/2025 0:00
4486.08,74.21,35.64,0.18,39.58,80.01,119.71,14.69,3/25/2025 1:00
4592.9,74.21,42.16,0.42,41.48,77.29,113.79,15.07,3/25/2025 2:00
2857.21,36.66,42.16,1.48,32.42,49.31,75.51,12.79,3/25/2025 3:00
1268.39,7.6,32.22,11.8,22.65,20.91,33.31,6.9,3/25/2025 4:00
1028.06,4.41,27.42,27.89,21.22,15.89,25.24,5.57,3/25/2025 5:00
1028.06,4.58,27.42,40.77,22.17,15.04,23.23,5,3/25/2025 6:00
988.01,3.63,26.39,45.06,19.79,13.58,21.71,4.69,3/25/2025 7:00
988.01,2.6,27.76,38.98,18.84,12.71,21.19,4.69,3/25/2025 8:00
1041.41,1.58,31.19,29.68,19.55,12.21,20.8,4.62,3/25/2025 9:00
1308.44,1.03,41.13,15.91,21.7,14.13,23.16,5.07,3/25/2025 10:00
1668.93,3.44,49.35,5.01,24.8,18.73,29.92,6.21,3/25/2025 11:00
1735.69,4.58,47.98,2.7,24.8,23.82,38.41,7.54,3/25/2025 12:00
2696.99,21.01,50.04,0.29,30.99,47.76,76.08,12.79,3/25/2025 13:00
4005.43,44.7,48.67,0,36.72,85.21,135.48,17.73,3/25/2025 14:00
4913.33,59.01,48.67,0,39.1,119.02,188.4,22.04,3/25/2025 15:00
5554.2,71.53,50.72,0,40.05,136.96,217.5,21.53,3/25/2025 16:00
5874.63,81.36,52.78,0,37.19,140.59,224.81,13.68,3/25/2025 17:00
5928.04,83.15,54.15,0,30.99,151.62,245.13,9.63,3/25/2025 18:00
5661.01,76,53.47,0,23.84,168.36,277.7,8.36,3/25/2025 19:00
5393.98,68.84,51.41,0,19.79,183.65,306.98,9.5,3/25/2025 20:00
5233.76,64.37,48.67,0,19.79,198.33,329.11,12.16,3/25/2025 21:00
5340.58,67.06,47.3,0,21.93,210.98,336.14,12.92,3/25/2025 22:00
5714.42,76.89,45.93,0,25.51,217.4,328.56,11.91,3/25/2025 23:00
7476.81,111.76,47.3,0.06,38.62,241.69,344.43,15.71,3/26/2025 0:00
12924.19,236.03,108.3,0.54,71.53,329.5,410.02,15.96,3/27/2025 1:00
11108.4,198.48,109.67,2.59,75.34,243.37,311.8,20.27,3/27/2025 2:00
8651.73,112.65,135.72,12.7,62.94,182.03,244.07,23.81,3/27/2025 3:00
1922.61,16.76,57.58,42.56,39.58,39.67,58.29,7.92,3/27/2025 4:00
1108.17,6.76,33.59,60.8,30.04,21.06,32.47,5.76,3/27/2025 5:00
1081.47,5.81,32.22,70.1,30.52,18.91,28.38,5.13,3/27/2025 6:00
1428.6,7.04,40.1,77.25,35.76,24.35,35.57,6.46,3/27/2025 7:00
2269.74,9.39,56.89,83.68,39.1,38.63,54.85,9.37,3/27/2025 8:00
3364.56,13.08,80.88,72.96,42.44,54.25,74.96,11.4,3/27/2025 9:00
5393.98,25.26,124.75,31.11,50.54,77.97,104.74,13.93,3/27/2025 10:00
7476.81,62.58,135.72,1.94,57.22,103.35,140.97,17.23,3/27/2025 11:00
8224.49,91.2,113.79,0,56.27,126.31,177.31,20.52,3/27/2025 12:00
9506.23,121.59,104.19,0,60.08,177.68,251.44,26.35,3/27/2025 13:00
11535.64,157.36,102.82,0,62.94,253.44,363.49,29.39,3/27/2025 14:00
12069.7,166.3,100.08,0,58.17,305.27,450.68,29.13,3/27/2025 15:00
11322.02,153.78,94.59,0,49.11,303.48,467.5,22.29,3/27/2025 16:00
8438.11,107.29,83.63,0,33.86,225.73,367.39,11.02,3/27/2025 17:00
4806.52,54.09,57.58,0,20.5,129.33,222.59,6.65,3/27/2025 18:00
1535.42,14.53,22.28,0.01,11.32,39.05,73.18,4.94,3/27/2025 19:00
787.73,8.05,10.54,0.04,9.18,17.06,32.74,4.43,3/27/2025 20:00
674.25,7.49,9,0.05,9.3,13.69,26.19,4.31,3/27/2025 21:00
700.95,9.05,9.17,0.04,10.25,13.15,25.52,4.31,3/27/2025 22:00
867.84,12.85,9.68,0.01,11.92,14.93,28.56,5,3/27/2025 23:00
1708.98,28.61,11.48,0.03,17.88,27.28,48.01,8.36,3/28/2025 0:00
3070.83,56.33,15.08,0.12,26.7,42.7,69.25,11.4,3/28/2025 1:00
3337.86,62.58,18.34,0.22,30.04,47.14,75.55,13.3,3/28/2025 2:00
2483.37,43.36,25.36,0.54,30.04,42.95,68.61,13.05,3/28/2025 3:00
1188.28,11.85,31.53,2.53,25.75,25.4,35.85,5.64,3/28/2025 4:00
1121.52,7.93,34.62,4.65,26.94,23.24,31.46,4.81,3/28/2025 5:00
1295.09,8.38,39.76,3.84,30.04,24.47,32.8,5.13,3/28/2025 6:00
2002.72,19.45,47.3,2.62,37.19,34.7,47.44,7.66,3/28/2025 7:00
3070.83,38.44,54.84,1.45,43.39,50.04,67.77,9.5,3/28/2025 8:00
4112.24,59.01,61.01,0.84,46.25,64.28,85.49,10.01,3/28/2025 9:00
5233.76,82.25,61.01,0.32,44.82,74.56,98.33,10.26,3/28/2025 10:00
5287.17,85.83,49.35,0.04,38.62,70.36,95.76,10.01,3/28/2025 11:00
4272.46,68.84,33.59,0,29.8,61.17,88.66,10.26,3/28/2025 12:00
3417.97,54.09,22.28,0,25.51,56.49,89.11,11.15,3/28/2025 13:00
2643.59,40.68,15.94,0,21.46,48.71,84.6,10.64,3/28/2025 14:00
2082.82,29.95,12.85,0,17.64,40.69,75.66,9.88,3/28/2025 15:00
1708.98,24.14,12,0,14.78,30.47,58.7,7.98,3/28/2025 16:00
1241.68,16.99,11.31,0.01,11.44,17.61,36.53,5.07,3/28/2025 17:00
734.33,7.6,9.85,0.18,7.63,9.81,21.98,3.7,3/28/2025 18:00
514.03,3.05,8.57,0.95,5.48,6.92,15.48,3.32,3/28/2025 19:00
494,2.51,8.31,1.15,5.36,7.06,14.93,3.45,3/28/2025 20:00
507.35,2.99,8.4,0.79,5.9,7.93,16.41,3.61,3/28/2025 21:00
554.08,4.41,8.48,0.39,6.74,8.77,18.08,3.8,3/28/2025 22:00
647.54,6.31,8.48,0.22,7.39,9.7,19.59,4.18,3/28/2025 23:00
1094.82,14.31,9.34,0.19,10.25,15.54,28.9,5.95,3/29/2025 0:00
1762.39,27.72,10.97,1.16,15.02,21.42,38.71,7.66,3/29/2025 1:00
1789.09,27.94,12.85,4.07,16.21,21.02,39.93,8.99,3/29/2025 2:00
1401.9,17.43,15.08,15.02,14.31,17.49,34.55,9.37,3/29/2025 3:00
934.6,6.15,14.57,20.38,9.54,11.38,22.03,7.03,3/29/2025 4:00
821.11,5.31,12.51,17.88,8.11,8.7,16.2,5.89,3/29/2025 5:00
794.41,4.3,12.51,26.46,7.45,7.87,13.98,5.26,3/29/2025 6:00
720.98,3.58,10.62,29.33,6.02,6.3,10.82,4.18,3/29/2025 7:00
734.33,3.97,10.97,28.97,6.2,6.12,10.53,4.12,3/29/2025 8:00
801.09,4.64,12.51,26.82,6.79,6.57,11.39,4.37,3/29/2025 9:00
1388.55,10.39,25.7,14.84,12.76,12.59,21.97,7.66,3/29/2025 10:00
1976.01,20.56,29.47,1.59,16.93,19.02,33.99,10.77,3/29/2025 11:00
1976.01,24.81,22.28,0,16.45,23.27,42.66,12.03,3/29/2025 12:00
2029.42,25.7,19.54,0,16.69,29.96,55.18,13.05,3/29/2025 13:00
1949.31,24.36,17.65,0,15.97,33.54,62.98,12.67,3/29/2025 14:00
1842.5,22.8,15.77,0,14.9,35.24,67.07,11.78,3/29/2025 15:00
1762.39,22.13,14.39,0,13.59,31.96,61.05,9.63,3/29/2025 16:00
1441.96,18.78,13.19,0,11.09,23.27,46.82,6.27,3/29/2025 17:00
1108.17,13.08,12,0.02,8.82,18.82,39.35,4.94,3/29/2025 18:00
814.44,7.71,10.71,0.11,6.91,15.34,32.39,4.37,3/29/2025 19:00
654.22,4.86,10.11,0.29,6.14,12.74,25.83,4.12,3/29/2025 20:00
587.46,3.8,10.11,0.48,6.2,11.22,21.94,3.96,3/29/2025 21:00
580.79,4.14,10.45,0.5,6.74,10.57,20.42,3.93,3/29/2025 22:00
680.92,6.15,10.97,0.26,7.75,11.54,22.15,4.5,3/29/2025 23:00
1201.63,15.65,12,0.27,11.56,18.94,34.41,7.03,3/30/2025 0:00
1762.39,27.72,10.97,1.16,15.02,21.42,38.71,7.66,4/4/2025 1:00
1789.09,27.94,12.85,4.07,16.21,21.02,39.93,8.99,4/4/2025 2:00
1401.9,17.43,15.08,15.02,14.31,17.49,34.55,9.37,4/4/2025 3:00
934.6,6.15,14.57,20.38,9.54,11.38,22.03,7.03,4/4/2025 4:00
821.11,5.31,12.51,17.88,8.11,8.7,16.2,5.89,4/4/2025 5:00
794.41,4.3,12.51,26.46,7.45,7.87,13.98,5.26,4/4/2025 6:00
720.98,3.58,10.62,29.33,6.02,6.3,10.82,4.18,4/4/2025 7:00
734.33,3.97,10.97,28.97,6.2,6.12,10.53,4.12,4/4/2025 8:00
801.09,4.64,12.51,26.82,6.79,6.57,11.39,4.37,4/4/2025 9:00
1388.55,10.39,25.7,14.84,12.76,12.59,21.97,7.66,4/4/2025 10:00
1976.01,20.56,29.47,1.59,16.93,19.02,33.99,10.77,4/4/2025 11:00
1976.01,24.81,22.28,0,16.45,23.27,42.66,12.03,4/4/2025 12:00
2029.42,25.7,19.54,0,16.69,29.96,55.18,13.05,4/4/2025 13:00
1949.31,24.36,17.65,0,15.97,33.54,62.98,12.67,4/4/2025 14:00
1842.5,22.8,15.77,0,14.9,35.24,67.07,11.78,4/4/2025 15:00
1762.39,22.13,14.39,0,13.59,31.96,61.05,9.63,4/4/2025 16:00
1441.96,18.78,13.19,0,11.09,23.27,46.82,6.27,4/4/2025 17:00
1108.17,13.08,12,0.02,8.82,18.82,39.35,4.94,4/4/2025 18:00
814.44,7.71,10.71,0.11,6.91,15.34,32.39,4.37,4/4/2025 19:00
654.22,4.86,10.11,0.29,6.14,12.74,25.83,4.12,4/4/2025 20:00
587.46,3.8,10.11,0.48,6.2,11.22,21.94,3.96,4/4/2025 21:00
580.79,4.14,10.45,0.5,6.74,10.57,20.42,3.93,4/4/2025 22:00
680.92,6.15,10.97,0.26,7.75,11.54,22.15,4.5,4/4/2025 23:00
1201.63,15.65,12,0.27,11.56,18.94,34.41,7.03,4/5/2025 0:00
203.99,0.09,1.83,26.16,0.22,3.77,4.64,0.99,4/6/2025 1:00
181.39,0.19,1.11,30.3,0.19,3.32,4.06,0.76,4/6/2025 2:00
172.63,0.15,0.71,36.35,0.17,3.97,4.67,0.7,4/6/2025 3:00
151.69,0.08,0.39,39.51,0.12,4.05,4.55,0.53,4/6/2025 4:00
133.66,0.05,0.28,38.82,0.08,3.64,4.01,0.39,4/6/2025 5:00
124.58,0.04,0.24,38.31,0.07,3.54,3.91,0.34,4/6/2025 6:00
116.27,0.03,0.23,37.35,0.06,3.22,3.59,0.28,4/6/2025 7:00
109.97,0.02,0.26,36.19,0.06,2.74,3.15,0.26,4/6/2025 8:00
106.21,0.01,0.3,35.22,0.06,2.36,2.86,0.27,4/6/2025 9:00
104.72,0,0.36,34.51,0.08,2.05,2.63,0.3,4/6/2025 10:00
103.39,0,0.41,33.9,0.1,1.82,2.42,0.31,4/6/2025 11:00
102.59,0,0.45,33.43,0.1,1.65,2.29,0.32,4/6/2025 12:00
106.6,0,0.54,32.89,0.13,1.67,2.49,0.4,4/6/2025 13:00
105.78,0,0.54,32.54,0.12,1.59,2.55,0.4,4/6/2025 14:00
102.25,0,0.5,32.12,0.1,1.46,2.47,0.36,4/6/2025 15:00
100.09,0,0.47,31.55,0.09,1.36,2.38,0.32,4/6/2025 16:00
101.33,0,0.48,30.84,0.08,1.38,2.45,0.31,4/6/2025 17:00
104.58,0,0.51,30.07,0.09,1.5,2.7,0.32,4/6/2025 18:00
108.5,0,0.56,29.3,0.11,1.7,3.05,0.35,4/6/2025 19:00
117.21,0,0.68,28.37,0.15,2.12,3.72,0.41,4/6/2025 20:00
123.84,0,0.74,27.48,0.17,2.51,4.32,0.45,4/6/2025 21:00
127.3,0,0.75,26.45,0.19,2.81,4.8,0.45,4/6/2025 22:00
128.04,0,0.75,25.57,0.21,2.98,5.11,0.45,4/6/2025 23:00
128.16,0.02,0.77,24.87,0.24,3.04,5.29,0.46,4/7/2025 0:00
127.55,0.12,0.68,25.06,0.26,3.06,5.58,0.54,4/7/2025 1:00
122.77,0.14,0.52,27.15,0.27,3.09,5.93,0.58,4/7/2025 2:00
116.95,0.1,0.35,30.15,0.25,3.23,6.11,0.57,4/7/2025 3:00
109.64,0.06,0.23,31.82,0.22,3.35,6.03,0.52,4/7/2025 4:00
104.25,0.05,0.18,32.02,0.19,3.45,5.89,0.48,4/7/2025 5:00
98.7,0.04,0.16,31.06,0.16,3.25,5.46,0.43,4/7/2025 6:00
91.89,0.04,0.13,29.16,0.12,2.66,4.66,0.33,4/7/2025 7:00
86.77,0.04,0.12,27.16,0.1,2.16,4.04,0.27,4/7/2025 8:00
83.32,0.04,0.12,25.24,0.1,1.82,3.65,0.23,4/7/2025 9:00
82.27,0.04,0.16,23.15,0.11,1.57,3.45,0.23,4/7/2025 10:00
83.86,0.02,0.27,20.96,0.13,1.46,3.48,0.24,4/7/2025 11:00
86.16,0,0.32,19.47,0.15,1.39,3.57,0.25,4/7/2025 12:00
90.3,0,0.38,18.83,0.17,1.45,3.84,0.3,4/7/2025 13:00
94.3,0,0.45,18.75,0.2,1.56,4.22,0.35,4/7/2025 14:00
100.05,0,0.57,19.14,0.24,1.75,4.72,0.42,4/7/2025 15:00
107.84,0,0.74,19.78,0.3,2.06,5.31,0.49,4/7/2025 16:00
113.48,0,0.84,20.79,0.34,2.33,5.72,0.5,4/7/2025 17:00
113.97,0,0.84,21.94,0.32,2.36,5.65,0.46,4/7/2025 18:00
107.49,0,0.69,23.05,0.27,2.08,5.07,0.38,4/7/2025 19:00
104.73,0,0.61,24.21,0.23,1.91,4.68,0.35,4/7/2025 20:00
104.25,0,0.58,25.07,0.2,1.83,4.37,0.35,4/7/2025 21:00
104.22,0,0.55,25.68,0.18,1.76,3.93,0.35,4/7/2025 22:00
102.27,0,0.52,26.28,0.16,1.61,3.42,0.33,4/7/2025 23:00
101.1,0,0.52,26.83,0.16,1.48,3.04,0.33,4/8/2025 0:00
103.72,0.02,0.61,27.16,0.19,1.45,2.97,0.36,4/8/2025 1:00
104.94,0.06,0.64,27.85,0.2,1.45,2.99,0.38,4/8/2025 2:00
102.99,0.08,0.54,29.14,0.21,1.46,3.02,0.39,4/8/2025 3:00
99.74,0.07,0.39,31.06,0.19,1.49,3,0.38,4/8/2025 4:00
98.42,0.06,0.35,32.01,0.19,1.56,3.07,0.4,4/8/2025 5:00
95.87,0.05,0.31,32.35,0.17,1.61,3.13,0.4,4/8/2025 6:00
91.08,0.04,0.24,32.4,0.14,1.6,3.13,0.33,4/8/2025 7:00
87.46,0.04,0.2,32.03,0.13,1.63,3.2,0.28,4/8/2025 8:00
85.59,0.04,0.19,31.52,0.12,1.69,3.31,0.26,4/8/2025 9:00
86.65,0.05,0.29,30.13,0.13,1.74,3.38,0.27,4/8/2025 10:00
91.69,0.02,0.54,27.96,0.18,1.78,3.51,0.34,4/8/2025 11:00
98.66,0,0.7,26.37,0.22,1.88,3.75,0.43,4/8/2025 12:00
108.28,0,0.79,26.13,0.27,2.21,4.27,0.56,4/8/2025 13:00
115.47,0,0.8,27.41,0.3,2.64,4.88,0.64,4/8/2025 14:00
123.56,0,0.84,30.03,0.36,3.24,5.61,0.7,4/8/2025 15:00
132.2,0,0.87,33.71,0.44,4,6.44,0.75,4/8/2025 16:00
142.54,0,0.87,37.14,0.51,4.85,7.37,0.78,4/8/2025 17:00
150.16,0,0.83,39.7,0.53,5.36,7.81,0.75,4/8/2025 18:00
149.34,0,0.76,41.11,0.49,5.09,7.37,0.71,4/8/2025 19:00
151.11,0,0.74,41.7,0.45,4.97,7.29,0.73,4/8/2025 20:00
155.08,0,0.74,42.21,0.44,5.14,7.56,0.77,4/8/2025 21:00
168.38,0,0.84,42.2,0.48,6.11,8.8,0.82,4/8/2025 22:00
189.97,0,1.04,41.5,0.59,7.73,10.75,0.94,4/8/2025 23:00
205.97,0.02,1.27,40.76,0.7,8.89,12.11,1.04,4/9/2025 0:00
225.61,0.15,1.46,41.87,0.87,10.54,14.03,1.1,4/9/2025 1:00
233.54,0.22,1.36,47.01,1,12.18,15.84,1.1,4/9/2025 2:00
222.92,0.16,1,53.11,1.04,13.26,16.8,1.06,4/9/2025 3:00
241.29,0.11,1.14,58.33,1.07,16.28,20.24,1.19,4/9/2025 4:00
268.66,0.13,1.33,63.2,1.11,20.15,24.7,1.42,4/9/2025 5:00
272.69,0.13,1.29,66.26,1.13,22.41,27.08,1.61,4/9/2025 6:00
265.42,0.12,1.32,67,1.18,22.76,26.92,1.7,4/9/2025 7:00
266.35,0.1,1.55,64.77,1.29,22.67,26.16,1.66,4/9/2025 8:00
280.81,0.06,1.96,61.52,1.57,22.75,25.63,1.64,4/9/2025 9:00
279.36,0.01,2.28,57.75,1.64,20.59,22.84,1.4,4/9/2025 10:00
292.81,0,2.86,53.99,1.76,19.02,21.23,1.48,4/9/2025 11:00
300.17,0,3.16,51,1.8,17.56,19.73,1.48,4/9/2025 12:00
307.3,0,3.36,47.75,1.76,16.08,18.37,1.66,4/9/2025 13:00
319.02,0,3.53,44.97,1.68,15.46,17.94,1.81,4/9/2025 14:00
330.83,0,3.59,43.1,1.63,15.28,17.86,1.87,4/9/2025 15:00
347.97,0,3.65,41.98,1.59,15.65,18.11,1.85,4/9/2025 16:00
369.19,0,3.63,41.42,1.45,16.17,18.45,1.6,4/9/2025 17:00
388.14,0,3.51,41.49,1.27,16.53,18.66,1.28,4/9/2025 18:00
400.17,0,3.35,42.44,1.19,16.52,18.46,0.96,4/9/2025 19:00
430.92,0,3.54,42.13,1.21,18.25,20.3,0.79,4/9/2025 20:00
460.81,0,3.77,41.39,1.25,20.21,22.39,0.67,4/9/2025 21:00
484.11,0,3.87,40.58,1.23,21.64,23.84,0.58,4/9/2025 22:00
493.58,0,3.79,39.82,1.14,21.86,23.93,0.53,4/9/2025 23:00
490.05,0,3.68,39.07,1.01,21.12,22.97,0.49,4/10/2025 0:00
486.19,0.09,3.72,38.88,0.91,19.95,21.64,0.46,4/10/2025 1:00
466.9,0.2,3.36,41.97,0.79,18.27,19.64,0.42,4/10/2025 2:00
438.64,0.24,2.58,49.2,0.65,17.56,18.63,0.4,4/10/2025 3:00
413.98,0.14,2.01,55.87,0.54,18.1,19.06,0.42,4/10/2025 4:00
387.89,0.09,1.73,57.64,0.47,17.7,18.59,0.42,4/10/2025 5:00
356.61,0.07,1.52,57.72,0.41,16.63,17.44,0.42,4/10/2025 6:00
326.39,0.03,1.38,57.94,0.35,14.68,15.33,0.36,4/10/2025 7:00
302.98,0.01,1.32,57.95,0.29,12.65,13.17,0.31,4/10/2025 8:00
290.96,0.01,1.33,57.1,0.28,11.52,12.1,0.39,4/10/2025 9:00
290.36,0,1.42,55.36,0.3,11.01,11.72,0.51,4/10/2025 10:00
289.11,0,1.48,52.93,0.29,10.51,11.25,0.5,4/10/2025 11:00
289.88,0,1.5,50.75,0.28,9.99,10.77,0.48,4/10/2025 12:00
308.05,0,1.63,48.4,0.32,10.09,11.12,0.58,4/10/2025 13:00
322.93,0,1.68,46.56,0.34,10.17,11.42,0.65,4/10/2025 14:00
329.69,0,1.65,45.42,0.34,10.05,11.44,0.66,4/10/2025 15:00
334.83,0,1.59,44.65,0.33,10.01,11.49,0.66,4/10/2025 16:00
340.46,0,1.53,43.98,0.31,10.15,11.72,0.66,4/10/2025 17:00
345.48,0,1.46,43.15,0.28,10.4,12.07,0.66,4/10/2025 18:00
334.47,0,1.34,42.21,0.26,10,11.58,0.63,4/10/2025 19:00
320.1,0,1.24,40.68,0.25,9.53,11.06,0.6,4/10/2025 20:00
303.54,0,1.15,38.74,0.25,8.95,10.4,0.56,4/10/2025 21:00
258.64,0,0.98,35.08,0.21,7.09,8.27,0.43,4/10/2025 22:00
232.22,0,0.9,31.96,0.2,5.98,7.01,0.39,4/10/2025 23:00
219.28,0.02,0.93,29.78,0.22,5.36,6.35,0.39,4/11/2025 0:00
227.45,0.1,1.04,29.77,0.28,5.79,6.93,0.46,4/11/2025 1:00
236.91,0.16,1,33.17,0.32,6.88,8.2,0.49,4/11/2025 2:00
229.78,0.14,0.75,37.43,0.31,7.86,9.21,0.48,4/11/2025 3:00
209.77,0.1,0.52,39.31,0.26,8.2,9.41,0.43,4/11/2025 4:00
193.59,0.07,0.44,37.88,0.23,7.78,8.86,0.4,4/11/2025 5:00
179.28,0.05,0.39,34.95,0.19,6.93,7.9,0.36,4/11/2025 6:00
150.69,0.04,0.32,29.39,0.13,4.63,5.34,0.26,4/11/2025 7:00
141.16,0.04,0.37,25.77,0.12,3.35,3.95,0.23,4/11/2025 8:00
145.08,0.03,0.49,24.8,0.13,3.13,3.72,0.24,4/11/2025 9:00
162.76,0.02,0.78,25.17,0.18,3.73,4.5,0.32,4/11/2025 10:00
192.62,0,1.23,26.12,0.28,5.03,6.15,0.47,4/11/2025 11:00
220.11,0,1.6,26.62,0.38,6.17,7.69,0.63,4/11/2025 12:00
256.81,0,1.99,27.24,0.51,7.66,9.68,0.81,4/11/2025 13:00
290.33,0,2.24,29.2,0.61,9.1,11.38,0.95,4/11/2025 14:00
319.06,0,2.39,31.47,0.75,10.05,12.36,1.12,4/11/2025 15:00
399.3,0,3.01,30.48,0.94,12.84,15.54,1.36,4/11/2025 16:00
522.98,0,3.93,27.45,1.08,17.86,21.44,1.65,4/11/2025 17:00
640.2,0,4.72,25.27,1.25,23.16,27.51,2.06,4/11/2025 18:00
719.39,0,5.32,24.39,1.4,27.02,31.31,2.33,4/11/2025 19:00
763.57,0,5.66,23.96,1.41,29.53,33.34,2.14,4/11/2025 20:00
783.4,0,6.05,24.34,1.47,31.64,35.02,1.68,4/11/2025 21:00
728.18,0,6.85,28.25,1.83,31.41,33.89,0.66,4/11/2025 22:00
748.71,0,7.95,27.87,1.98,32.62,34.8,0.24,4/11/2025 23:00
805.16,0.01,9.84,26.11,2.2,35.87,38.07,0.18,4/12/2025 0:00
871.69,0.29,11.87,26.21,2.34,39.53,41.84,0.17,4/12/2025 1:00
909.87,0.83,12.05,33.73,2.27,42.65,44.98,0.15,4/12/2025 2:00
920.26,0.93,10.55,52.69,2.02,47.04,49.25,0.13,4/12/2025 3:00
918.01,0.52,7.8,81.52,1.73,55.63,57.73,0.11,4/12/2025 4:00
897.85,0.25,5.61,100,1.52,62.28,64.31,0.1,4/12/2025 5:00
852.27,0.13,4.43,105.71,1.34,62.93,64.8,0.08,4/12/2025 6:00
828.1,0.07,4.6,103,1.21,59.09,60.58,0.06,4/12/2025 7:00
810.51,0.04,4.87,97.8,1.09,55.47,56.64,0.04,4/12/2025 8:00
772.23,0.02,4.68,92.38,0.96,51.67,52.67,0.03,4/12/2025 9:00
705.81,0.01,4.11,85.44,0.79,45.39,46.28,0.02,4/12/2025 10:00
620.31,0,3.33,76.85,0.62,37.52,38.34,0.01,4/12/2025 11:00
536.66,0,2.58,68.32,0.46,29.95,30.72,0.04,4/12/2025 12:00
468.39,0,2.09,59.65,0.36,23.41,24.23,0.19,4/12/2025 13:00
421.8,0,1.8,53.16,0.29,18.78,19.68,0.28,4/12/2025 14:00
390.13,0,1.62,48.55,0.25,15.61,16.55,0.34,4/12/2025 15:00
378.03,0,1.55,45.88,0.23,13.92,14.92,0.42,4/12/2025 16:00
382.59,0,1.56,44.58,0.23,13.44,14.55,0.51,4/12/2025 17:00
397.26,0,1.58,44.24,0.23,13.79,15.01,0.57,4/12/2025 18:00
407.79,0,1.53,44.82,0.22,13.89,14.96,0.53,4/12/2025 19:00
425.72,0,1.49,45.82,0.21,14.39,15.34,0.51,4/12/2025 20:00
455.12,0,1.49,47.4,0.21,15.86,16.71,0.5,4/12/2025 21:00
494.22,0,1.54,48.99,0.22,17.7,18.46,0.49,4/12/2025 22:00
537.55,0,1.64,50.49,0.27,19.65,20.34,0.5,4/12/2025 23:00
575.29,0,1.83,51.39,0.34,21.36,22.01,0.53,4/13/2025 0:00
620.88,0.01,2.41,50.45,0.46,23.83,24.67,0.76,4/13/2025 1:00
673.9,0.03,3.25,49.07,0.63,26.52,27.7,1.15,4/13/2025 2:00
703.26,0.09,3.75,50.07,0.75,27.93,29.35,1.48,4/13/2025 3:00
702.64,0.08,3.92,52.66,0.8,27.76,29.27,1.65,4/13/2025 4:00
666.09,0.04,3.75,52.71,0.74,25.55,26.88,1.49,4/13/2025 5:00
608.07,0.03,3.26,52.54,0.59,22.23,23.19,1.05,4/13/2025 6:00
524.93,0.03,2.52,52.51,0.42,17.8,18.34,0.57,4/13/2025 7:00
475.88,0.03,2.46,50.05,0.42,15.2,15.76,0.59,4/13/2025 8:00
443.79,0.03,2.58,47.59,0.47,13.57,14.21,0.72,4/13/2025 9:00
425.92,0.01,2.93,45.41,0.56,12.32,13.03,0.86,4/13/2025 10:00
411.66,0,3.28,42.98,0.63,11.08,11.87,1,4/13/2025 11:00
390.67,0,3.36,40.46,0.65,9.83,10.74,1.1,4/13/2025 12:00
374.52,0,3.34,38.54,0.63,8.87,9.95,1.24,4/13/2025 13:00
363.24,0,3.26,37.37,0.58,8.14,9.28,1.31,4/13/2025 14:00
350.53,0,3.11,36.23,0.52,7.45,8.6,1.35,4/13/2025 15:00
334.65,0,2.95,34.64,0.47,6.81,7.89,1.34,4/13/2025 16:00
320.25,0,2.73,33.1,0.39,6.3,7.2,1.22,4/13/2025 17:00
310.81,0,2.34,31.94,0.3,5.97,6.72,0.96,4/13/2025 18:00
275.66,0,1.64,31.99,0.19,5,5.44,0.53,4/13/2025 19:00
