co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime
4005.43,58.11,41.13,0,30.99,57.81,90.42,12.79,1/14/2025 12:00
3471.37,48.73,32.9,0,27.18,59.81,95.22,13.17,1/14/2025 13:00
2723.69,34.42,27.08,0,22.41,52.43,88.3,11.91,1/14/2025 14:00
2109.53,23.47,23.31,0,18.36,43.86,77.88,10.51,1/14/2025 15:00
1789.09,19,21.08,0.01,15.5,35.11,64.01,8.49,1/14/2025 16:00
1468.66,15.2,19.19,0.01,12.64,24.88,46.56,5.64,1/14/2025 17:00
1108.17,9.83,16.79,0.06,10.25,18.69,35.02,4.62,1/14/2025 18:00
867.84,5.92,14.22,0.22,8.34,15.22,28.41,4.24,1/14/2025 19:00
787.73,5.42,12.34,0.2,8.23,14.5,26.64,4.31,1/14/2025 20:00
781.06,6.54,11.48,0.09,9.06,15.15,27.86,4.5,1/14/2025 21:00
881.2,9.83,11.14,0.02,10.49,17.62,31.38,4.75,1/14/2025 22:00
1201.63,16.99,11.65,0,12.87,24.17,41.18,5.64,1/14/2025 23:00
2563.48,42.92,14.22,0.15,21.22,48.6,77.03,10.01,1/15/2025 0:00
5020.14,92.09,20.22,0.36,36.72,83.91,128.63,15.33,1/15/2025 1:00
5981.45,110.86,26.05,0.74,44.35,95.85,150.36,20.01,1/15/2025 2:00
4913.33,86.72,31.19,1.86,41.96,81.92,134.57,23.31,1/15/2025 3:00
1575.47,17.66,22.28,4.83,15.97,21.97,38.75,9.37,1/15/2025 4:00
1068.12,7.49,19.36,8.14,12.04,12.31,22.34,6.84,1/15/2025 5:00
1001.36,5.7,20.73,8.58,13.59,11.06,19.39,5.89,1/15/2025 6:00
974.66,4.81,23.65,7.96,16.45,11.39,18.59,5.07,1/15/2025 7:00
1054.76,4.41,28.79,7.78,19.07,13.05,19.88,5,1/15/2025 8:00
1188.28,5.03,33.93,9.39,21.22,15.19,22.31,5.07,1/15/2025 9:00
2082.82,17.66,46.61,8.49,28.85,25.86,36.41,7.09,1/15/2025 10:00
3738.4,45.6,61.69,0.85,38.15,46.89,66.05,11.02,1/15/2025 11:00
4432.68,63.48,53.47,0,36.72,62.99,92.37,14.82,1/15/2025 12:00
4539.49,67.95,40.44,0,34.81,76.07,116.6,18.75,1/15/2025 13:00
3898.62,57.22,30.85,0,30.04,74.96,123.87,18.49,1/15/2025 14:00
3150.94,44.7,24.33,0,24.8,66.89,119.53,16.72,1/15/2025 15:00
2616.88,36.66,20.56,0,20.74,53.82,102.27,13.17,1/15/2025 16:00
2029.42,28.16,18.16,0,16.21,36.45,72.81,8.23,1/15/2025 17:00
1455.31,18.33,16.28,0,12.64,26.33,52.69,6.14,1/15/2025 18:00
1068.12,10.62,14.91,0.02,10.13,21.29,41.15,5.26,1/15/2025 19:00
934.6,8.27,14.05,0.03,9.54,20.37,37.68,5.13,1/15/2025 20:00
921.25,8.49,13.54,0.03,10.01,20.83,37.67,5.26,1/15/2025 21:00
988.01,11.06,13.37,0.01,11.44,22.27,39.8,5.45,1/15/2025 22:00
1228.33,16.32,13.71,0,13.47,25.79,45.64,6.33,1/15/2025 23:00
2429.96,38.44,15.94,0.18,21.22,44.83,74.22,10.51,1/16/2025 0:00
4486.08,79.57,21.59,0.46,32.9,70.74,108.5,14.19,1/16/2025 1:00
4753.11,84.94,26.05,0.94,35.76,71.55,107.91,15.45,1/16/2025 2:00
3337.86,56.77,28.45,2.55,31.95,53.91,84.22,15.2,1/16/2025 3:00
1562.12,22.35,23.31,4.92,21.93,24.46,39.29,8.61,1/16/2025 4:00
1241.68,17.43,22.96,4.6,21.93,19.82,30.23,6.52,1/16/2025 5:00
1214.98,17.21,24.68,3.8,24.56,19.79,28.81,5.76,1/16/2025 6:00
1308.44,16.99,27.42,3.31,26.46,20.09,28.98,5.83,1/16/2025 7:00
1522.06,18.33,28.45,2.59,23.6,20.44,29.54,6.65,1/16/2025 8:00
1762.39,21.46,26.73,2.35,19.79,19.83,29.15,7.28,1/16/2025 9:00
2216.34,29.06,27.08,3.08,20.74,21.59,33.82,8.61,1/16/2025 10:00
2616.88,38,26.73,0.4,23.13,26.29,44.45,10.77,1/16/2025 11:00
2483.37,35.76,22.62,0,21.22,29.61,51.97,12.29,1/16/2025 12:00
2616.88,36.66,21.59,0,22.41,39.72,69.3,14.95,1/16/2025 13:00
2696.99,36.66,21.76,0,22.89,48.7,85.97,15.83,1/16/2025 14:00
2563.48,33.53,20.73,0,21.22,51.47,93.4,14.95,1/16/2025 15:00
2403.26,32.19,19.19,0,19.31,46.81,87.36,12.29,1/16/2025 16:00
2002.72,27.49,17.65,0,15.97,33.42,65.15,7.98,1/16/2025 17:00
1535.42,19.89,15.94,0,13.23,25.35,49.42,6.14,1/16/2025 18:00
1121.52,12.07,14.91,0.01,10.37,20.55,37.43,4.88,1/16/2025 19:00
947.95,8.16,14.74,0.04,8.82,18.98,30.96,4.05,1/16/2025 20:00
907.9,6.59,16.11,0.11,8.94,19.56,29.76,3.74,1/16/2025 21:00
947.95,6.71,18.51,0.16,10.13,20.64,30.94,4.02,1/16/2025 22:00
1108.17,10.39,20.05,0.05,12.99,23.66,36.74,5,1/16/2025 23:00
1949.31,27.27,21.93,0.06,20.5,37.99,58.99,7.98,1/17/2025 0:00
3284.45,54.99,26.73,0.28,30.99,54.99,82.27,10.39,1/17/2025 1:00
3391.27,56.77,32.9,0.73,34.33,57.71,85.71,11.27,1/17/2025 2:00
2483.37,33.53,40.78,2.73,31.95,47.69,71.78,11.02,1/17/2025 3:00
1188.28,4.36,38.39,11.27,24.32,23.77,34.75,5.7,1/17/2025 4:00
961.3,1.48,32.22,23.96,23.6,17.34,25.09,4.62,1/17/2025 5:00
974.66,1.12,30.85,28.97,22.89,15.39,22.36,4.5,1/17/2025 6:00
988.01,1.45,29.47,35.76,22.65,14.85,21.28,4.37,1/17/2025 7:00
1028.06,0.69,32.22,36.84,23.84,15.29,21.56,4.5,1/17/2025 8:00
1094.82,0.21,35.64,36.48,25.27,15.81,21.97,4.56,1/17/2025 9:00
1335.14,0.11,43.87,29.33,24.32,17.35,24.34,5.32,1/17/2025 10:00
1548.77,0.3,50.04,18.78,23.13,19.35,28.59,6.84,1/17/2025 11:00
1522.06,0.63,45.93,13.05,19.07,20.57,32.94,8.61,1/17/2025 12:00
2056.12,8.61,50.04,2.21,22.89,33.52,54.51,12.92,1/17/2025 13:00
2536.77,21.46,43.87,0.02,24.8,48.71,78.31,14.57,1/17/2025 14:00
2643.59,27.72,35.3,0,22.89,56.24,90.25,13.43,1/17/2025 15:00
2563.48,30.85,28.79,0,20.5,52.8,84.01,10.01,1/17/2025 16:00
2109.53,26.15,24.33,0,15.97,38.11,58.61,5.76,1/17/2025 17:00
1441.96,13.63,22.28,0.03,11.09,25.56,38.15,3.8,1/17/2025 18:00
1068.12,5.31,21.42,0.41,8.46,20.85,29.95,3.45,1/17/2025 19:00
1001.36,2.96,21.25,1.29,8.23,21.74,31.19,3.74,1/17/2025 20:00
1001.36,2.12,21.42,2.1,8.82,23.71,34.67,4.12,1/17/2025 21:00
1068.12,2.99,22.28,1.56,9.54,25.81,38.52,4.5,1/17/2025 22:00
1228.33,6.31,23.31,0.56,10.97,27.41,41.75,4.81,1/17/2025 23:00
2002.72,21.23,25.02,0.09,16.21,38.07,57.88,7.09,1/18/2025 0:00
3177.64,44.26,27.76,0.33,24.32,49.77,72.83,8.04,1/18/2025 1:00
3471.37,49.17,30.16,1.05,25.99,51.26,75.49,7.98,1/18/2025 2:00
2643.59,30.85,30.85,4.83,20.98,41.3,63.2,7.28,1/18/2025 3:00
1668.93,10.73,30.85,19.31,14.9,27.14,41.01,5.7,1/18/2025 4:00
1321.79,4.81,28.45,27.18,13.23,19.42,28.74,5.19,1/18/2025 5:00
1281.74,4.25,27.08,24.32,13.35,17.64,25.8,5.26,1/18/2025 6:00
1268.39,5.31,24.68,29.33,12.76,17.04,24.49,5.07,1/18/2025 7:00
1548.77,7.15,31.19,21.28,14.07,19.52,27.9,5.64,1/18/2025 8:00
1922.61,11.51,35.99,8.94,15.5,22.27,31.47,5.95,1/18/2025 9:00
2403.26,21.68,35.64,1.7,17.4,25.65,36.13,6.4,1/18/2025 10:00
2483.37,25.26,32.56,0.2,17.64,27.43,39.43,6.78,1/18/2025 11:00
2109.53,17.21,31.53,0.09,15.14,28.17,42.15,7.22,1/18/2025 12:00
2002.72,13.52,30.85,0.15,15.26,33.16,52.04,8.49,1/18/2025 13:00
2002.72,13.63,28.45,0.1,15.5,38.83,64.5,9.12,1/18/2025 14:00
1949.31,12.63,27.42,0.13,14.9,41.83,71.25,9.12,1/18/2025 15:00
1976.01,13.63,27.42,0.1,14.07,41.4,67.33,7.28,1/18/2025 16:00
1842.5,13.08,26.73,0.08,12.04,34.69,52.92,4.62,1/18/2025 17:00
1522.06,7.93,25.7,0.32,10.13,29.24,43.26,3.89,1/18/2025 18:00
1174.93,2.68,23.31,2.35,8.46,25.35,39.03,4.02,1/18/2025 19:00
947.95,0.61,19.71,7.06,7.63,22.21,36.14,4.24,1/18/2025 20:00
841.14,0.31,17.82,9.92,7.57,20,33.47,4.18,1/18/2025 21:00
821.11,0.5,18.68,8.76,8.23,18.84,31.73,4.12,1/18/2025 22:00
1014.71,2.32,22.96,3.44,10.01,22.02,36.77,4.75,1/18/2025 23:00
1976.01,19.89,26.39,0.34,16.69,38.88,62.24,7.98,1/19/2025 0:00
3738.4,55.43,30.5,0.35,27.66,63.28,95.49,11.02,1/19/2025 1:00
4325.87,67.95,36.33,0.46,32.42,72.12,108.99,12.54,1/19/2025 2:00
3391.27,46.04,42.16,1.07,31.47,62.68,97.69,13.05,1/19/2025 3:00
1335.14,5.25,41.13,8.31,24.32,30.48,44.31,6.71,1/19/2025 4:00
988.01,1.29,32.9,21.64,22.41,21.87,29.75,5.13,1/19/2025 5:00
947.95,1.16,30.16,31.83,22.65,19.56,25.98,4.62,1/19/2025 6:00
894.55,0.8,25.7,42.2,19.55,15.84,21.01,4.18,1/19/2025 7:00
921.25,0.35,25.02,41.48,16.45,13.8,18.65,4.24,1/19/2025 8:00
1001.36,0.15,27.08,32.19,14.07,12.3,17.14,4.37,1/19/2025 9:00
1375.2,1.73,37.01,13.23,14.66,13.96,19.96,5.07,1/19/2025 10:00
1895.9,11.4,39.41,1.08,17.64,19.24,28.21,6.27,1/19/2025 11:00
1976.01,16.99,33.24,0.06,17.88,23.97,36.55,7.28,1/19/2025 12:00
1842.5,16.32,30.85,0.05,16.69,28.21,43.85,7.92,1/19/2025 13:00
1575.47,11.96,29.47,0.13,14.31,28.3,44.65,7.22,1/19/2025 14:00
1335.14,7.71,27.08,0.47,11.92,26.25,40.99,6.02,1/19/2025 15:00
1295.09,7.82,25.02,0.46,10.85,25.06,37.93,4.88,1/19/2025 16:00
1295.09,9.5,23.65,0.18,10.13,23,33.64,3.55,1/19/2025 17:00
1228.33,9.5,22.62,0.13,10.61,23.74,34.49,3.86,1/19/2025 18:00
1161.58,8.61,21.59,0.11,11.32,26.71,39.43,4.31,1/19/2025 19:00
1214.98,9.05,21.42,0.07,12.76,32.55,48.4,4.88,1/19/2025 20:00
1308.44,10.39,22.28,0.04,15.74,39.4,58.28,5.51,1/19/2025 21:00
1482.01,13.86,23.99,0.02,17.17,46.2,67.89,6.27,1/19/2025 22:00
1842.5,20.34,26.73,0.01,18.6,53.86,79.05,7.22,1/19/2025 23:00
3311.16,46.04,31.87,0.04,26.94,81.51,118.36,11.78,1/20/2025 0:00
5714.42,92.09,40.44,0.15,41.48,114.64,161.74,14.57,1/20/2025 1:00
6782.53,110.86,49.35,0.4,47.21,131.02,183.23,15.2,1/20/2025 2:00
5447.39,79.57,58.95,1.63,42.44,115.61,162.22,14.19,1/20/2025 3:00
2563.48,17.88,61.69,18.24,30.04,63.69,86.79,8.61,1/20/2025 4:00
2056.12,8.72,59.63,43.63,28.85,55.08,71.88,7.6,1/20/2025 5:00
2082.82,8.49,60.32,58.65,29.09,53.64,68.22,7.22,1/20/2025 6:00
2136.23,7.04,63.75,60.8,27.42,53.59,67.81,7.41,1/20/2025 7:00
2269.74,5.36,69.23,54.36,27.89,54.55,69.47,8.11,1/20/2025 8:00
2590.18,4.19,80.2,43.99,30.52,57.74,73.82,8.99,1/20/2025 9:00
4005.43,12.85,112.41,12.16,39.58,73.3,94.27,10.89,1/20/2025 10:00
6141.66,48.73,126.12,0.48,50.07,103.91,135.59,13.43,1/20/2025 11:00
7049.56,67.06,124.75,0,53.88,133.61,178.8,16.97,1/20/2025 12:00
9078.98,103.71,124.75,0,61.04,206.12,276,25.84,1/20/2025 13:00
11535.64,143.05,123.38,0,63.9,293.73,394.34,31.66,1/20/2025 14:00
12069.7,151.99,112.41,0,58.65,335.91,457.02,34.45,1/20/2025 15:00
11428.83,148.42,98.71,0,51.5,321.21,442.34,30.15,1/20/2025 16:00
9933.47,130.53,86.37,0,40.53,257.75,354.67,18.75,1/20/2025 17:00
8010.86,102.82,74.71,0,30.52,206.71,283.14,14.06,1/20/2025 18:00
5821.23,65.27,63.75,0,22.89,161.9,224.38,12.54,1/20/2025 19:00
4058.84,35.32,55.52,0,17.64,126.34,178.13,11.4,1/20/2025 20:00
3097.53,19.45,50.04,0.03,15.5,105.2,150.05,10.26,1/20/2025 21:00
2803.8,16.32,46.61,0.05,15.5,96.7,137.87,9.75,1/20/2025 22:00
3231.05,26.82,45.24,0.01,19.31,101.38,143.95,11.27,1/20/2025 23:00
5874.63,76.89,48.67,0.12,35.29,150.71,211.43,20.27,1/21/2025 0:00
10574.34,168.09,62.38,0.4,58.65,217.58,295.06,23.56,1/21/2025 1:00
12710.57,207.42,75.4,0.44,65.8,241.3,322.52,20.77,1/21/2025 2:00
9185.79,137.69,72.66,0.27,51.02,172.48,235.08,17.73,1/21/2025 3:00
2136.23,13.97,48.67,1.03,24.56,38.72,57.5,7.79,1/21/2025 4:00
1401.9,4.47,44.55,6.62,25.27,27.75,40.56,6.71,1/21/2025 5:00
1255.04,2.32,45.93,15.38,28.61,26.2,35.96,5.7,1/21/2025 6:00
1388.55,3.16,53.47,21.46,34.33,29.66,40.09,6.08,1/21/2025 7:00
1602.17,2.82,63.75,16.99,34.81,32.62,44.31,6.71,1/21/2025 8:00
1815.8,2.1,67.86,13.05,30.28,34.43,46.1,6.9,1/21/2025 9:00
2964.02,12.29,82.25,2.66,30.52,50.5,65.65,8.87,1/21/2025 10:00
4379.27,36.66,82.94,0.1,33.38,73.36,94.8,10.01,1/21/2025 11:00
4699.71,46.49,69.92,0,31.95,86.91,115.79,11.02,1/21/2025 12:00
4753.11,53.64,57.58,0,30.99,100.61,139.73,13.3,1/21/2025 13:00
4379.27,51.41,46.61,0,28.85,103.57,151.54,13.55,1/21/2025 14:00
3845.21,44.26,37.7,0,25.27,96.58,148.27,12.79,1/21/2025 15:00
3257.75,38,31.87,0,22.41,79.43,129.73,10.64,1/21/2025 16:00
2483.37,28.16,28.45,0,17.88,53.44,92.11,6.71,1/21/2025 17:00
1708.98,15.65,25.7,0.03,13.71,36.92,63.72,5.07,1/21/2025 18:00
1201.63,6.2,23.65,0.47,10.49,28.57,45.59,4.18,1/21/2025 19:00
1068.12,3.63,23.31,0.96,9.78,28.8,42.45,4.24,1/21/2025 20:00
1121.52,4.3,24.33,0.58,10.49,33.49,47.49,4.62,1/21/2025 21:00
1361.85,8.83,25.7,0.08,12.64,43.05,59.38,5.13,1/21/2025 22:00
2002.72,20.56,28.45,0,18.12,61.21,83.14,6.78,1/21/2025 23:00
4432.68,65.27,34.62,0.04,33.38,113.04,153.62,15.2,1/22/2025 0:00
8972.17,151.99,46.61,0.16,54.36,183.47,245.95,21.03,1/22/2025 1:00
10467.53,180.6,55.52,0.36,58.65,200.83,271.69,20.77,1/22/2025 2:00
7476.81,119.81,61.69,0.96,49.11,154.78,216.33,22.29,1/22/2025 3:00
1655.58,10.06,44.55,20.03,24.8,37.71,53.61,8.04,1/22/2025 4:00
1255.04,3.27,39.07,43.99,27.42,29.14,40.98,7.16,1/22/2025 5:00
1321.79,2.85,42.16,57.94,33.38,31.54,43.64,7.28,1/22/2025 6:00
1415.25,2.57,44.55,65.8,36.72,34.57,47.28,7.35,1/22/2025 7:00
1508.71,3.05,47.98,64.37,37.19,35.7,48.31,7.35,1/22/2025 8:00
1682.28,3.44,54.15,55.79,38.15,36.26,49.14,7.41,1/22/2025 9:00
2723.69,7.04,81.57,26.11,43.87,46.34,63.11,9.75,1/22/2025 10:00
4272.46,25.93,98.71,2.01,50.54,65.79,91.2,13.17,1/22/2025 11:00
4806.52,39.34,89.11,0.01,50.54,84.32,119.98,15.83,1/22/2025 12:00
4539.49,37.55,78.83,0,47.68,93.84,134.6,16.47,1/22/2025 13:00
3364.56,21.23,65.12,0.04,38.62,80.71,119.59,13.3,1/22/2025 14:00
2376.56,8.38,54.84,0.85,31.47,65.16,100.78,10.51,1/22/2025 15:00
1976.01,6.37,50.04,1.29,28.85,55.52,85.07,7.98,1/22/2025 16:00
1815.8,8.94,47.98,0.4,27.42,47.86,69.68,5.13,1/22/2025 17:00
1482.01,7.15,43.87,0.47,24.32,41.14,57.57,4.18,1/22/2025 18:00
1148.22,3.86,38.73,1.32,21.93,36.42,51.07,4.02,1/22/2025 19:00
961.3,2.01,34.27,2.79,20.03,33.13,47.18,4.31,1/22/2025 20:00
894.55,1.51,31.53,3.76,19.31,31.26,45.2,4.75,1/22/2025 21:00
1028.06,3.13,32.56,2.12,19.79,33.59,48.81,5.7,1/22/2025 22:00
1708.98,13.97,35.3,0.13,23.13,48.93,71.16,8.99,1/22/2025 23:00
4699.71,67.95,41.47,0.02,39.58,110.92,156.68,22.55,1/23/2025 0:00
10147.09,171.66,55.52,0.2,64.85,196.96,266.96,31.16,1/23/2025 1:00
11322.02,193.12,63.75,0.54,63.9,202.42,275.27,22.8,1/23/2025 2:00
7370,114.44,63.06,1.45,48.64,132.08,188.21,18.24,1/23/2025 3:00
2243.04,22.35,47.98,1.63,32.9,40.13,62.5,9.25,1/23/2025 4:00
1482.01,10.51,41.81,1.88,30.28,26.34,42.68,7.79,1/23/2025 5:00
1348.5,7.93,41.13,2.06,30.52,22.6,36.41,7.22,1/23/2025 6:00
1348.5,5.53,41.13,3.13,29.09,21.25,33.78,6.9,1/23/2025 7:00
1522.06,5.25,45.93,3.13,29.8,23.77,36.78,7.47,1/23/2025 8:00
1842.5,9.16,51.41,2.82,33.86,29.02,43.33,8.36,1/23/2025 9:00
2536.77,19.22,59.63,4.74,39.1,38.8,54.52,9.37,1/23/2025 10:00
3150.94,24.81,68.55,0.96,41.01,50.29,68.08,10.01,1/23/2025 11:00
3150.94,21.68,70.6,0.02,36.72,59.09,80.03,10.64,1/23/2025 12:00
3204.35,21.46,69.92,0.01,33.86,69.24,95.9,12.92,1/23/2025 13:00
3524.78,26.82,70.6,0,33.86,85.06,122.85,15.33,1/23/2025 14:00
3685,30.85,68.55,0,32.9,98.12,148.46,16.47,1/23/2025 15:00
4432.68,46.49,66.49,0,33.38,119.71,187.75,16.47,1/23/2025 16:00
5340.58,66.16,63.06,0,31.47,137.98,219.98,12.29,1/23/2025 17:00
5287.17,69.74,54.84,0,26.46,142.32,233.63,9.75,1/23/2025 18:00
4486.08,59.01,43.53,0,20.27,132.66,222.1,8.36,1/23/2025 19:00
3391.27,41.57,34.62,0,15.97,107.24,173.39,6.97,1/23/2025 20:00
2403.26,27.49,30.16,0,16.93,79.32,120.34,5.95,1/23/2025 21:00
1708.98,18.78,29.82,0,19.79,55.53,77.49,5,1/23/2025 22:00
1815.8,21.68,29.82,0,20.27,53.82,72.75,5.51,1/23/2025 23:00
2990.72,44.26,30.16,0.02,25.51,72.34,99.87,9.37,1/24/2025 0:00
5020.14,86.72,31.19,0.44,38.15,93.66,134.21,13.55,1/24/2025 1:00
6034.85,108.18,33.59,0.44,46.73,100.39,151.18,17.73,1/24/2025 2:00
5126.95,92.09,31.53,0.28,44.82,84.22,135.48,20.27,1/24/2025 3:00
2243.04,30.85,27.42,0.89,23.6,34.99,56.66,10.77,1/24/2025 4:00
1895.9,23.47,28.45,0.92,23.13,29.78,46.32,9.37,1/24/2025 5:00
1842.5,23.25,30.85,0.48,24.56,29.11,43.23,8.61,1/24/2025 6:00
2243.04,29.5,35.99,0.65,26.94,34.42,49.13,8.87,1/24/2025 7:00
3017.43,42.47,42.5,1.41,30.99,42.87,60.59,9.88,1/24/2025 8:00
4058.84,62.58,48.67,1.56,36.24,54,75.91,10.51,1/24/2025 9:00
6729.13,114.44,58.26,1.21,47.68,82.25,112.07,12.67,1/24/2025 10:00
10040.28,182.39,63.06,0.12,59.13,123.22,165.61,16.21,1/24/2025 11:00
11322.02,207.42,58.95,0,61.04,160.46,219.61,22.29,1/24/2025 12:00
11856.08,212.79,54.84,0,62.94,203.9,284.94,29.39,1/24/2025 13:00
10681.15,193.12,47.98,0,57.7,212.11,308.05,27.36,1/24/2025 14:00
8865.36,160.93,41.81,0,50.07,198.6,301.98,23.56,1/24/2025 15:00
9292.6,166.3,42.5,0,45.3,219.7,336.13,20.27,1/24/2025 16:00
11322.02,203.85,46.61,0,41.48,266.73,395.27,16.97,1/24/2025 17:00
11749.27,212.79,47.98,0,34.33,287.02,415.56,17.23,1/24/2025 18:00
10360.72,184.18,44.55,0,27.89,272.73,391.02,19.25,1/24/2025 19:00
8224.49,139.47,38.04,0,20.5,230.06,324.14,15.71,1/24/2025 20:00
6088.26,99.24,32.56,0,16.21,181.46,246.68,12.16,1/24/2025 21:00
4539.49,73.31,28.79,0,14.66,140.78,186.46,9.25,1/24/2025 22:00
3845.21,62.58,25.7,0,15.74,117.41,157.97,8.11,1/24/2025 23:00
4486.08,76.89,25.02,0.04,24.08,120.58,167.66,11.02,1/25/2025 0:00
6942.75,128.75,30.16,0.11,40.53,149.83,210.42,15.07,1/25/2025 1:00
8758.54,168.09,34.62,0.14,51.98,167.7,240.39,21.03,1/25/2025 2:00
7797.24,146.63,33.24,0.11,50.07,148.45,225.8,27.36,1/25/2025 3:00
2777.1,46.04,25.02,1.59,27.18,49.37,82.49,14.44,1/25/2025 4:00
2243.04,30.4,31.87,4.78,23.37,41.59,64.93,12.03,1/25/2025 5:00
2136.23,24.59,38.73,8.31,21.7,38.25,55.29,9.12,1/25/2025 6:00
2002.72,19.22,40.44,9.75,19.07,33.25,47.85,7.79,1/25/2025 7:00
1842.5,13.75,41.47,10.73,18.36,29.12,42.66,8.04,1/25/2025 8:00
1789.09,9.83,45.24,9.39,18.6,27.38,40.46,8.49,1/25/2025 9:00
2323.15,17.43,53.47,3.04,23.37,33.01,47.84,10.01,1/25/2025 10:00
3177.64,34.87,54.84,0.39,27.42,43.29,61.48,11.02,1/25/2025 11:00
3311.16,39.79,49.35,0,25.99,49.71,71.39,10.77,1/25/2025 12:00
3578.19,44.7,45.24,0,26.23,63.04,93.32,12.03,1/25/2025 13:00
3791.81,47.83,42.5,0,26.7,77.84,120.23,12.79,1/25/2025 14:00
3685,44.7,38.73,0,24.8,84.22,134.52,12.67,1/25/2025 15:00
3417.97,42.02,34.27,0,21.93,79.92,130.69,10.77,1/25/2025 16:00
2857.21,35.76,29.13,0,17.64,62.86,107.58,7.35,1/25/2025 17:00
2189.64,25.7,24.68,0,13.59,49.24,89.31,5.83,1/25/2025 18:00
1535.42,14.98,20.05,0,10.25,38.03,72.05,5.19,1/25/2025 19:00
1161.58,9.05,17.14,0.02,8.7,30.71,57.51,4.94,1/25/2025 20:00
1001.36,7.1,15.42,0.06,8.58,26.73,48.63,4.81,1/25/2025 21:00
974.66,7.93,14.39,0.05,9.42,24.56,44.37,4.81,1/25/2025 22:00
1081.47,11.29,13.88,0.02,10.85,24.44,44.02,5.38,1/25/2025 23:00
1762.39,25.03,14.57,0.48,15.97,33.51,57.97,8.11,1/26/2025 0:00
2937.32,47.83,18.34,0.5,24.08,44.91,75.19,11.15,1/26/2025 1:00
3097.53,50.51,20.73,0.92,26.23,43.68,76.28,13.68,1/26/2025 2:00
2243.04,32.63,22.96,2.24,22.65,33.39,62.74,14.57,1/26/2025 3:00
1014.71,4.97,20.91,8.67,10.73,12.92,23.64,6.97,1/26/2025 4:00
867.84,1.55,20.22,11.09,10.01,9.75,16.81,5.7,1/26/2025 5:00
907.9,1.38,22.62,10.19,11.92,9.61,16.46,5.76,1/26/2025 6:00
921.25,1.41,23.65,8.67,12.64,9.09,15.36,5.32,1/26/2025 7:00
974.66,2.37,23.31,7.96,10.73,9.05,14.72,5,1/26/2025 8:00
1054.76,3.55,22.96,8.58,9.78,9.23,14.6,4.62,1/26/2025 9:00
1695.63,14.08,29.13,3.13,15.02,16.11,25.91,7.03,1/26/2025 10:00
2403.26,30.4,28.45,0.21,19.79,25.13,41.46,9.75,1/26/2025 11:00
2429.96,33.08,23.65,0,19.07,30.18,51.65,10.77,1/26/2025 12:00
2429.96,33.53,20.56,0,18.84,37.56,64.63,11.65,1/26/2025 13:00
2403.26,32.63,18.85,0,18.6,43.69,76.82,11.78,1/26/2025 14:00
2376.56,32.19,18.34,0,18.12,49.07,87.79,12.16,1/26/2025 15:00
3204.35,46.49,19.88,0,20.74,66.94,109.84,11.91,1/26/2025 16:00
4219.06,67.95,22.28,0,21.7,83.25,127.53,9.75,1/26/2025 17:00
4913.33,81.36,23.65,0,23.84,107.61,158.4,13.81,1/26/2025 18:00
4699.71,76.89,23.31,0,22.89,120.71,174.76,16.97,1/26/2025 19:00
3898.62,61.69,21.76,0,18.36,112.07,161.92,13.55,1/26/2025 20:00
3204.35,50.07,20.05,0,16.21,98.06,141.39,10.64,1/26/2025 21:00
2857.21,46.04,19.36,0,16.69,87.08,124.82,8.99,1/26/2025 22:00
3044.13,51.41,19.02,0,19.55,88.23,126.44,9.88,1/26/2025 23:00
4486.08,79.57,21.08,0.02,29.8,113.57,162.96,15.71,1/27/2025 0:00
7156.37,132.32,27.76,0.44,47.21,151.89,218.05,21.28,1/27/2025 1:00
7904.05,148.42,36.33,1.14,54.36,158.29,239.37,26.85,1/27/2025 2:00
5874.63,100.14,41.81,3.26,45.78,117.27,195.57,29.89,1/27/2025 3:00
1482.01,15.65,23.65,8.23,15.74,23.5,45.07,10.77,1/27/2025 4:00
1014.71,6.43,20.91,10.1,11.8,13.29,24.92,7.73,1/27/2025 5:00
1001.36,5.98,23.65,8.49,13.71,12.54,22.4,7.09,1/27/2025 6:00
988.01,5.53,26.73,3.26,16.21,12.23,20.35,6.14,1/27/2025 7:00
1001.36,6.26,29.13,1.59,18.84,12.9,20.45,5.76,1/27/2025 8:00
1081.47,6.2,34.62,1.35,22.41,15.14,22.81,5.51,1/27/2025 9:00
1735.69,18.33,41.81,0.22,30.52,24.43,34.92,7.09,1/27/2025 10:00
2803.8,40.68,43.87,0.02,36.72,38.49,54.69,9.75,1/27/2025 11:00
3150.94,48.28,37.7,0,33.38,47.46,70.36,12.29,1/27/2025 12:00
3150.94,48.73,31.19,0,30.99,55.08,86.81,14.69,1/27/2025 13:00
2696.99,39.34,25.7,0,26.7,53.48,91.25,14.95,1/27/2025 14:00
2162.93,29.5,20.39,0,21.22,46.74,85.93,13.93,1/27/2025 15:00
1789.09,23.92,16.79,0,17.17,36.55,70.64,10.89,1/27/2025 16:00
1428.6,19.45,15.08,0,13.71,25.06,50.1,6.97,1/27/2025 17:00
1068.12,13.3,13.71,0.01,11.32,18.9,37.91,5.45,1/27/2025 18:00
807.76,8.38,12.51,0.04,9.18,15.96,30.41,4.62,1/27/2025 19:00
720.98,6.54,12.17,0.09,8.46,15.03,26.63,4.18,1/27/2025 20:00
707.63,6.03,12.34,0.15,8.58,14.6,25.35,3.93,1/27/2025 21:00
